timestamp,value,anomaly_score,label
2014-02-14 14:27:00,2.296,0.0,0
2014-02-14 14:32:00,2.144,0.0,0
2014-02-14 14:37:00,2.274,0.0,0
2014-02-14 14:42:00,2.066,0.0,0
2014-02-14 14:47:00,2.35,0.0,0
2014-02-14 14:52:00,2.136,0.0,0
2014-02-14 14:57:00,2.366,0.0,0
2014-02-14 15:02:00,2.252,0.0,0
2014-02-14 15:07:00,2.4,0.0,0
2014-02-14 15:12:00,2.18,0.0,0
2014-02-14 15:17:00,2.352,0.0,0
2014-02-14 15:22:00,3.434,0.0,0
2014-02-14 15:27:00,2.43,0.0,0
2014-02-14 15:32:00,2.0340000000000003,0.0,0
2014-02-14 15:37:00,2.296,0.0,0
2014-02-14 15:42:00,2.052,0.0,0
2014-02-14 15:47:00,2.314,0.0,0
2014-02-14 15:52:00,2.07,0.0,0
2014-02-14 15:57:00,2.4,0.0,0
2014-02-14 16:02:00,2.07,0.0,0
2014-02-14 16:07:00,3.588,1.0,0
2014-02-14 16:12:00,2.192,1.0,0
2014-02-14 16:17:00,2.3,0.0,0
2014-02-14 16:22:00,2.134,1.0,0
2014-02-14 16:27:00,2.2840000000000003,0.0,0
2014-02-14 16:32:00,2.12,0.0,0
2014-02-14 16:37:00,2.35,0.0,0
2014-02-14 16:42:00,2.166,0.0,0
2014-02-14 16:47:00,2.314,0.0,0
2014-02-14 16:52:00,2.186,0.06435716362079513,0
2014-02-14 16:57:00,2.33,1.0,0
2014-02-14 17:02:00,2.108,0.01099824481488998,0
2014-02-14 17:07:00,2.3280000000000003,0.41483467011176944,0
2014-02-14 17:12:00,3.434,1.0,0
2014-02-14 17:17:00,2.424,0.0,0
2014-02-14 17:22:00,2.158,0.0,0
2014-02-14 17:27:00,2.342,0.0,0
2014-02-14 17:32:00,2.056,0.0,0
2014-02-14 17:37:00,2.376,1.0012974552831011e-05,0
2014-02-14 17:42:00,2.106,0.37247282397699466,0
2014-02-14 17:47:00,2.408,0.18700322228494837,0
2014-02-14 17:52:00,2.156,0.29801200185291377,0
2014-02-14 17:57:00,2.464,0.38977208787185,0
2014-02-14 18:02:00,2.224,1.0,0
2014-02-14 18:07:00,2.428,0.23340348542208755,0
2014-02-14 18:12:00,2.234,1.0,0
2014-02-14 18:17:00,2.408,2.0658113142335566e-07,0
2014-02-14 18:22:00,3.372,1.0,0
2014-02-14 18:27:00,2.318,0.012469111621411177,0
2014-02-14 18:32:00,2.166,0.1473674117849837,0
2014-02-14 18:37:00,2.386,0.14703374313325013,0
2014-02-14 18:42:00,2.138,0.0026958525814194667,0
2014-02-14 18:47:00,2.336,0.05975213826371584,0
2014-02-14 18:52:00,2.23,1.0,0
2014-02-14 18:57:00,2.452,9.688925887918476e-05,0
2014-02-14 19:02:00,2.15,0.33736930971630863,0
2014-02-14 19:07:00,2.386,0.0002553671617807618,0
2014-02-14 19:12:00,2.234,0.41874035131580334,0
2014-02-14 19:17:00,2.732,1.0,0
2014-02-14 19:22:00,2.9160000000000004,1.0,0
2014-02-14 19:27:00,2.246,0.0,0
2014-02-14 19:32:00,2.084,0.0,0
2014-02-14 19:37:00,2.248,3.0527297789628705e-07,0
2014-02-14 19:42:00,2.096,0.10537870552105677,0
2014-02-14 19:47:00,2.266,0.009013515819677909,0
2014-02-14 19:52:00,2.504,0.954994606945384,0
2014-02-14 19:57:00,52.26600000000001,0.0,0
2014-02-14 20:02:00,54.806,0.0,0
2014-02-14 20:07:00,55.736,0.0,0
2014-02-14 20:12:00,11.058,0.0,0
2014-02-14 20:17:00,20.216,1.0,0
2014-02-14 20:22:00,71.306,0.0,0
2014-02-14 20:27:00,55.49800000000001,1.0,0
2014-02-14 20:32:00,25.366,0.0,0
2014-02-14 20:37:00,6.994,1.0,0
2014-02-14 20:42:00,5.034,1.0,0
2014-02-14 20:47:00,5.45,0.0,0
2014-02-14 20:52:00,5.4,1.0,0
2014-02-14 20:57:00,5.65,1.0,0
2014-02-14 21:02:00,7.992000000000001,1.0,0
2014-02-14 21:07:00,5.42,0.0,0
2014-02-14 21:12:00,7.802,1.0,0
2014-02-14 21:17:00,5.666,1.0,0
2014-02-14 21:22:00,5.164,0.0,0
2014-02-14 21:27:00,7.2,0.0,0
2014-02-14 21:32:00,5.082,0.0,0
2014-02-14 21:37:00,5.546,0.0,0
2014-02-14 21:42:00,5.282,1.0,0
2014-02-14 21:47:00,5.566,0.0,0
2014-02-14 21:52:00,4.002,0.0,0
2014-02-14 21:57:00,3.512,0.0,0
2014-02-14 22:02:00,1.98,0.0,0
2014-02-14 22:07:00,2.278,0.0,0
2014-02-14 22:12:00,2.016,1.0,0
2014-02-14 22:17:00,3.524,1.0,0
2014-02-14 22:22:00,2.0340000000000003,0.0,0
2014-02-14 22:27:00,2.25,1.0,0
2014-02-14 22:32:00,2.068,0.29111765194280936,0
2014-02-14 22:37:00,2.3040000000000003,0.15315091502050437,0
2014-02-14 22:42:00,2.092,0.00026114507893204575,0
2014-02-14 22:47:00,2.332,0.08765110643069096,0
2014-02-14 22:52:00,2.124,0.011668647120028464,0
2014-02-14 22:57:00,53.692,1.0,0
2014-02-14 23:02:00,51.466,1.0,0
2014-02-14 23:07:00,51.85,0.0,0
2014-02-14 23:12:00,5.372000000000001,1.0,0
2014-02-14 23:17:00,3.002,1.0,0
2014-02-14 23:22:00,3.984,0.0,0
2014-02-14 23:27:00,3.2460000000000004,0.0,0
2014-02-14 23:32:00,4.7,0.0,0
2014-02-14 23:37:00,2.864,1.0,0
2014-02-14 23:42:00,2.426,1.0,0
2014-02-14 23:47:00,3.112,0.0,0
2014-02-14 23:52:00,2.84,1.0,0
2014-02-14 23:57:00,3.084,0.0,0
2014-02-15 00:02:00,3.556,1.0,0
2014-02-15 00:07:00,2.0340000000000003,0.0,0
2014-02-15 00:12:00,2.064,0.0,0
2014-02-15 00:17:00,3.534,1.0,0
2014-02-15 00:22:00,2.27,0.0,0
2014-02-15 00:27:00,2.292,0.0,0
2014-02-15 00:32:00,2.09,0.0,0
2014-02-15 00:37:00,2.234,1.0,0
2014-02-15 00:42:00,4.73,0.0,0
2014-02-15 00:47:00,2.634,1.0,0
2014-02-15 00:52:00,2.766,0.0,0
2014-02-15 00:57:00,2.7,1.0,0
2014-02-15 01:02:00,2.728,0.0,0
2014-02-15 01:07:00,2.616,1.0,0
2014-02-15 01:12:00,2.474,0.0010317098688295001,0
2014-02-15 01:17:00,3.79,0.0,0
2014-02-15 01:22:00,2.458,1.0,0
2014-02-15 01:27:00,2.422,0.07117074322452344,0
2014-02-15 01:32:00,2.434,0.0,0
2014-02-15 01:37:00,2.452,0.11905212255166842,0
2014-02-15 01:42:00,2.2880000000000003,1.0,0
2014-02-15 01:47:00,2.5780000000000003,1.0,0
2014-02-15 01:52:00,2.396,1.0,0
2014-02-15 01:57:00,2.768,1.0,0
2014-02-15 02:02:00,2.346,1.0,0
2014-02-15 02:07:00,2.464,1.0,0
2014-02-15 02:12:00,3.5580000000000003,1.0,0
2014-02-15 02:17:00,2.36,0.049545317818282086,0
2014-02-15 02:22:00,2.216,0.0,0
2014-02-15 02:27:00,2.292,1.0,0
2014-02-15 02:32:00,2.152,0.0,0
2014-02-15 02:37:00,2.334,0.0,0
2014-02-15 02:42:00,2.166,1.0,0
2014-02-15 02:47:00,2.3680000000000003,0.08320893493307246,0
2014-02-15 02:52:00,2.052,1.0,0
2014-02-15 02:57:00,2.342,0.078497526469679,0
2014-02-15 03:02:00,2.386,3.1622431084787905e-07,0
2014-02-15 03:07:00,2.318,1.0,0
2014-02-15 03:12:00,2.08,1.0,0
2014-02-15 03:17:00,2.766,1.0,0
2014-02-15 03:22:00,2.898,1.0,0
2014-02-15 03:27:00,2.2,1.0,0
2014-02-15 03:32:00,2.086,1.0,0
2014-02-15 03:37:00,2.25,0.9999999643604534,0
2014-02-15 03:42:00,2.066,1.0,0
2014-02-15 03:47:00,2.168,0.6740577373995403,0
2014-02-15 03:52:00,2.08,1.0,0
2014-02-15 03:57:00,2.266,0.08493827083264172,0
2014-02-15 04:02:00,2.084,0.0,0
2014-02-15 04:07:00,2.218,1.0,0
2014-02-15 04:12:00,2.148,0.0,0
2014-02-15 04:17:00,3.506,1.0,0
2014-02-15 04:22:00,2.182,0.014490810278710575,0
2014-02-15 04:27:00,2.236,1.0,0
2014-02-15 04:32:00,2.132,0.0198818494044406,0
2014-02-15 04:37:00,2.3,0.0019743816231575506,0
2014-02-15 04:42:00,2.086,0.03394499801427242,0
2014-02-15 04:47:00,2.202,1.0,0
2014-02-15 04:52:00,2.064,0.007878973178304327,0
2014-02-15 04:57:00,2.296,0.23877117982923302,0
2014-02-15 05:02:00,2.08,0.4271172777066986,0
2014-02-15 05:07:00,2.264,1.0,0
2014-02-15 05:12:00,3.352,1.0,0
