timestamp,value,anomaly_score,label
2015-02-26 21:42:53,35,0.0,0
2015-02-26 21:47:53,41,0.0,0
2015-02-26 21:52:53,32,0.0,0
2015-02-26 21:57:53,36,0.26012212444597915,0
2015-02-26 22:02:53,32,0.0,0
2015-02-26 22:07:53,25,0.0,0
2015-02-26 22:12:53,33,0.0,0
2015-02-26 22:17:53,20,0.0,0
2015-02-26 22:22:53,38,1.0,0
2015-02-26 22:27:53,28,0.0,0
2015-02-26 22:32:53,28,0.0,0
2015-02-26 22:37:53,27,0.0,0
2015-02-26 22:42:53,30,0.0,0
2015-02-26 22:47:53,31,0.0,0
2015-02-26 22:52:53,38,0.0,0
2015-02-26 22:57:53,35,0.0,0
2015-02-26 23:02:53,33,0.0,0
2015-02-26 23:07:53,24,0.0,0
2015-02-26 23:12:53,28,0.0,0
2015-02-26 23:17:53,20,0.0,0
2015-02-26 23:22:53,35,0.0,0
2015-02-26 23:27:53,29,0.0,0
2015-02-26 23:32:53,24,0.0005596315295195442,0
2015-02-26 23:37:53,24,1.0,0
2015-02-26 23:42:53,33,0.0,0
2015-02-26 23:47:53,36,0.0,0
2015-02-26 23:52:53,18,0.0,0
2015-02-26 23:57:53,28,0.0,0
2015-02-27 00:02:53,20,1.0,0
2015-02-27 00:07:53,59,0.0,0
2015-02-27 00:12:53,41,1.0,0
2015-02-27 00:17:53,97,0.0,0
2015-02-27 00:22:53,61,0.0,0
2015-02-27 00:27:53,105,1.0,0
2015-02-27 00:32:53,52,0.0,0
2015-02-27 00:37:53,30,0.0,0
2015-02-27 00:42:53,23,0.0,0
2015-02-27 00:47:53,26,0.0,0
2015-02-27 00:52:53,43,1.0,0
2015-02-27 00:57:53,24,0.0,0
2015-02-27 01:02:53,41,1.0,0
2015-02-27 01:07:53,24,0.0,0
2015-02-27 01:12:53,33,0.0,0
2015-02-27 01:17:53,20,0.0,0
2015-02-27 01:22:53,21,0.0,0
2015-02-27 01:27:53,34,0.0,0
2015-02-27 01:32:53,39,0.0,0
2015-02-27 01:37:53,41,1.0,0
2015-02-27 01:42:53,48,0.0,0
2015-02-27 01:47:53,28,0.0,0
2015-02-27 01:52:53,32,0.0,0
2015-02-27 01:57:53,26,0.0,0
2015-02-27 02:02:53,18,1.0,0
2015-02-27 02:07:53,17,1.0,0
2015-02-27 02:12:53,25,1.0,0
2015-02-27 02:17:53,25,0.0,0
2015-02-27 02:22:53,32,0.0,0
2015-02-27 02:27:53,94,0.0,0
2015-02-27 02:32:53,39,1.0,0
2015-02-27 02:37:53,23,0.0,0
2015-02-27 02:42:53,73,0.0,0
2015-02-27 02:47:53,31,1.0,0
2015-02-27 02:52:53,30,0.0,0
2015-02-27 02:57:53,35,0.0,0
2015-02-27 03:02:53,23,0.0,0
2015-02-27 03:07:53,49,1.0,0
2015-02-27 03:12:53,187,0.0,0
2015-02-27 03:17:53,203,0.0,0
2015-02-27 03:22:53,175,1.0,0
2015-02-27 03:27:53,112,1.0,0
2015-02-27 03:32:53,22,1.0,0
2015-02-27 03:37:53,24,0.0,0
2015-02-27 03:42:53,12,0.0,0
2015-02-27 03:47:53,26,1.0,0
2015-02-27 03:52:53,16,0.0,0
2015-02-27 03:57:53,14,1.0,0
2015-02-27 04:02:53,19,0.0,0
2015-02-27 04:07:53,21,1.0,0
2015-02-27 04:12:53,18,1.0,0
2015-02-27 04:17:53,12,1.0,0
2015-02-27 04:22:53,25,1.0,0
2015-02-27 04:27:53,17,1.0,0
2015-02-27 04:32:53,21,0.0,0
2015-02-27 04:37:53,18,0.0,0
2015-02-27 04:42:53,22,1.1533127797225262e-07,0
2015-02-27 04:47:53,23,0.0,0
2015-02-27 04:52:53,26,0.0,0
2015-02-27 04:57:53,33,0.0,0
2015-02-27 05:02:53,26,0.0,0
2015-02-27 05:07:53,16,0.0,0
2015-02-27 05:12:53,15,1.0,0
2015-02-27 05:17:53,7,1.0,0
2015-02-27 05:22:53,14,1.0,0
2015-02-27 05:27:53,11,1.0,0
2015-02-27 05:32:53,31,0.05001481126382401,0
2015-02-27 05:37:53,15,1.0,0
2015-02-27 05:42:53,15,0.0,0
2015-02-27 05:47:53,15,1.0,0
2015-02-27 05:52:53,25,8.486929791717834e-05,0
2015-02-27 05:57:53,34,0.0,0
2015-02-27 06:02:53,20,1.0,0
2015-02-27 06:07:53,15,1.0,0
2015-02-27 06:12:53,16,1.0,0
2015-02-27 06:17:53,18,1.0,0
2015-02-27 06:22:53,6,1.0,0
2015-02-27 06:27:53,10,0.0,0
2015-02-27 06:32:53,20,1.0,0
2015-02-27 06:37:53,14,1.0,0
2015-02-27 06:42:53,11,1.0,0
2015-02-27 06:47:53,27,1.0,0
2015-02-27 06:52:53,7,1.0,0
2015-02-27 06:57:53,21,1.0,0
2015-02-27 07:02:53,16,1.0,0
2015-02-27 07:07:53,20,1.0,0
2015-02-27 07:12:53,11,1.0,0
2015-02-27 07:17:53,11,1.0,0
2015-02-27 07:22:53,21,1.0,0
2015-02-27 07:27:53,16,1.0,0
2015-02-27 07:32:53,16,1.0,0
2015-02-27 07:37:53,16,1.0,0
2015-02-27 07:42:53,18,1.0,0
2015-02-27 07:47:53,10,1.0,0
2015-02-27 07:52:53,13,1.0,0
2015-02-27 07:57:53,21,0.04548964397058897,0
2015-02-27 08:02:53,18,1.0,0
2015-02-27 08:07:53,11,1.0,0
2015-02-27 08:12:53,17,0.0,0
2015-02-27 08:17:53,19,0.0,0
2015-02-27 08:22:53,8,1.0,0
2015-02-27 08:27:53,14,1.0,0
2015-02-27 08:32:53,18,1.0,0
2015-02-27 08:37:53,13,1.0,0
2015-02-27 08:42:53,16,0.46742303034682464,0
2015-02-27 08:47:53,18,1.0,0
2015-02-27 08:52:53,8,0.0,0
2015-02-27 08:57:53,17,0.0,0
2015-02-27 09:02:53,28,1.0,0
2015-02-27 09:07:53,14,1.0,0
2015-02-27 09:12:53,14,1.0,0
2015-02-27 09:17:53,16,0.0,0
2015-02-27 09:22:53,9,1.0,0
